tournament,date,series,court,surface,round,best of,player_1,player_2,winner,rank_1,rank_2,pts_1,pts_2,odd_1,odd_2,score
BNP Paribas Masters,11/2/2021,Masters 1000,Indoor,Hard,1st Round,3,Struff J.L.,Paul T.,Paul T.,50,53,1156,1103,2.1,1.72,3-6 4-6
BNP Paribas Masters,11/2/2021,Masters 1000,Indoor,Hard,1st Round,3,Duckworth J.,Bautista Agut R.,Duckworth J.,55,20,1076,2260,3.5,1.3,6-4 5-7 7-6
BNP Paribas Masters,11/2/2021,Masters 1000,Indoor,Hard,1st Round,3,Krajinovic F.,Opelka R.,Opelka R.,42,25,1402,1891,1.9,1.9,3-6 6-7
BNP Paribas Masters,11/2/2021,Masters 1000,Indoor,Hard,1st Round,3,Alcaraz C.,Herbert P.H.,Alcaraz C.,35,99,1529,748,1.25,4,6-7 7-6 7-5
BNP Paribas Masters,11/2/2021,Masters 1000,Indoor,Hard,1st Round,3,Ymer M.,Khachanov K.,Khachanov K.,97,31,757,1706,3.75,1.28,4-6 5-7
BNP Paribas Masters,11/2/2021,Masters 1000,Indoor,Hard,1st Round,3,Fritz T.,Sonego L.,Fritz T.,26,27,1890,1860,1.61,2.3,3-6 6-2 6-3
BNP Paribas Masters,11/2/2021,Masters 1000,Indoor,Hard,1st Round,3,Millman J.,Schwartzman D.,Schwartzman D.,73,15,900,2760,3.75,1.28,6-7 7-5 2-6
BNP Paribas Masters,11/2/2021,Masters 1000,Indoor,Hard,1st Round,3,Popyrin A.,De Minaur A.,Popyrin A.,71,32,912,1676,2.64,1.54,6-0 6-3
BNP Paribas Masters,11/2/2021,Masters 1000,Indoor,Hard,1st Round,3,Gasquet R.,Dimitrov G.,Dimitrov G.,74,30,899,1721,3.75,1.28,1-6 6-4 2-6
BNP Paribas Masters,11/2/2021,Masters 1000,Indoor,Hard,1st Round,3,Monfils G.,Kecmanovic M.,Monfils G.,22,69,2078,926,1.33,3.4,4-6 7-5 6-3
BNP Paribas Masters,11/2/2021,Masters 1000,Indoor,Hard,1st Round,3,Davidovich Fokina A.,Cilic M.,Cilic M.,45,28,1255,1755,2.5,1.53,3-6 4-6
BNP Paribas Masters,11/2/2021,Masters 1000,Indoor,Hard,1st Round,3,Giron M.,Tiafoe F.,Giron M.,57,41,1034,1422,2.62,1.5,6-7 6-4 6-3
BNP Paribas Masters,11/2/2021,Masters 1000,Indoor,Hard,2nd Round,3,Fucsovics M.,Djokovic N.,Djokovic N.,40,1,1439,10340,8,1.08,2-6 6-4 3-6
BNP Paribas Masters,11/2/2021,Masters 1000,Indoor,Hard,2nd Round,3,Ruud C.,Bublik A.,Ruud C.,8,36,3670,1516,1.3,3.5,6-4 6-0
BNP Paribas Masters,11/3/2021,Masters 1000,Indoor,Hard,2nd Round,3,Musetti L.,Duckworth J.,Duckworth J.,67,55,958,1076,2.36,1.67,3-6 6-3 3-6
BNP Paribas Masters,11/3/2021,Masters 1000,Indoor,Hard,2nd Round,3,Koepfer D.,Auger-Aliassime F.,Koepfer D.,58,11,1015,3263,5.74,1.18,6-3 7-5
BNP Paribas Masters,11/3/2021,Masters 1000,Indoor,Hard,2nd Round,3,Carreno Busta P.,Gaston H.,Gaston H.,17,103,2365,722,1.25,4,7-6 4-6 5-7
BNP Paribas Masters,11/3/2021,Masters 1000,Indoor,Hard,2nd Round,3,Fritz T.,Rublev A.,Fritz T.,26,6,1890,5150,2.92,1.47,7-5 7-6
BNP Paribas Masters,11/3/2021,Masters 1000,Indoor,Hard,2nd Round,3,Paul T.,Hurkacz H.,Hurkacz H.,53,10,1103,3366,3.04,1.44,5-7 6-7
BNP Paribas Masters,11/3/2021,Masters 1000,Indoor,Hard,2nd Round,3,Dimitrov G.,Khachanov K.,Dimitrov G.,30,31,1721,1706,1.83,2.1,4-6 6-2 6-0
BNP Paribas Masters,11/3/2021,Masters 1000,Indoor,Hard,2nd Round,3,Opelka R.,Norrie C.,Norrie C.,25,13,1891,2900,3.05,1.44,3-6 4-6
BNP Paribas Masters,11/3/2021,Masters 1000,Indoor,Hard,2nd Round,3,Alcaraz C.,Sinner J.,Alcaraz C.,35,9,1529,3395,3.17,1.41,7-6 7-5
BNP Paribas Masters,11/3/2021,Masters 1000,Indoor,Hard,2nd Round,3,Mannarino A.,Monfils G.,Monfils G.,59,22,1004,2078,3.93,1.3,6-2 6-7 2-6
BNP Paribas Masters,11/3/2021,Masters 1000,Indoor,Hard,2nd Round,3,Giron M.,Schwartzman D.,Giron M.,57,15,1034,2760,3.32,1.38,7-6 7-6
BNP Paribas Masters,11/3/2021,Masters 1000,Indoor,Hard,2nd Round,3,Lajovic D.,Zverev A.,Zverev A.,34,4,1566,7180,8,1.08,3-6 6-7
BNP Paribas Masters,11/3/2021,Masters 1000,Indoor,Hard,2nd Round,3,Korda S.,Cilic M.,Korda S.,39,28,1474,1755,2.05,1.86,6-2 6-4
BNP Paribas Masters,11/3/2021,Masters 1000,Indoor,Hard,2nd Round,3,Ivashka I.,Medvedev D.,Medvedev D.,46,2,1253,9540,6,1.12,5-7 4-6
BNP Paribas Masters,11/4/2021,Masters 1000,Indoor,Hard,3rd Round,3,Hurkacz H.,Koepfer D.,Hurkacz H.,10,58,3366,1015,1.22,4.33,4-6 7-5 6-2
BNP Paribas Masters,11/4/2021,Masters 1000,Indoor,Hard,3rd Round,3,Popyrin A.,Duckworth J.,Duckworth J.,71,55,912,1076,1.57,2.37,6-7 4-6
BNP Paribas Masters,11/4/2021,Masters 1000,Indoor,Hard,3rd Round,3,Fritz T.,Norrie C.,Fritz T.,26,13,1890,2900,2.5,1.53,6-3 7-6
BNP Paribas Masters,11/4/2021,Masters 1000,Indoor,Hard,3rd Round,3,Dimitrov G.,Zverev A.,Zverev A.,30,4,1721,7180,3.4,1.33,6-7 7-6 3-6
BNP Paribas Masters,11/4/2021,Masters 1000,Indoor,Hard,3rd Round,3,Ruud C.,Giron M.,Ruud C.,8,57,3670,1034,1.33,3.4,6-2 6-1
BNP Paribas Masters,11/4/2021,Masters 1000,Indoor,Hard,3rd Round,3,Korda S.,Medvedev D.,Medvedev D.,39,2,1474,9540,5,1.16,6-4 1-6 3-6
BNP Paribas Masters,11/4/2021,Masters 1000,Indoor,Hard,3rd Round,3,Gaston H.,Alcaraz C.,Gaston H.,103,35,722,1529,5,1.16,6-4 7-5
BNP Paribas Masters,11/5/2021,Masters 1000,Indoor,Hard,Quarterfinals,3,Duckworth J.,Hurkacz H.,Hurkacz H.,55,10,1076,3366,3.2,1.36,2-6 7-6 5-7
BNP Paribas Masters,11/5/2021,Masters 1000,Indoor,Hard,Quarterfinals,3,Djokovic N.,Fritz T.,Djokovic N.,1,26,10340,1890,1.22,4.33,6-4 6-3
BNP Paribas Masters,11/5/2021,Masters 1000,Indoor,Hard,Quarterfinals,3,Gaston H.,Medvedev D.,Medvedev D.,103,2,722,9540,7,1.1,6-7 4-6
BNP Paribas Masters,11/5/2021,Masters 1000,Indoor,Hard,Quarterfinals,3,Zverev A.,Ruud C.,Zverev A.,4,8,7180,3670,1.4,3,7-5 6-4
BNP Paribas Masters,11/6/2021,Masters 1000,Indoor,Hard,Semifinals,3,Hurkacz H.,Djokovic N.,Djokovic N.,10,1,3366,10340,5,1.16,6-3 0-6 6-7
BNP Paribas Masters,11/6/2021,Masters 1000,Indoor,Hard,Semifinals,3,Medvedev D.,Zverev A.,Medvedev D.,2,4,9540,7180,1.72,2.1,6-2 6-2
BNP Paribas Masters,11/7/2021,Masters 1000,Indoor,Hard,The Final,3,Medvedev D.,Djokovic N.,Djokovic N.,2,1,9540,10340,1.8,2,5-4 6-4 3-6 3-6
Australian Open,1/17/2022,Grand Slam,Outdoor,Hard,1st Round,5,Djere L.,Shapovalov D.,Shapovalov D.,51,14,1156,2593,7,1.1,6-7 4-6 6-3 6-7
Australian Open,1/17/2022,Grand Slam,Outdoor,Hard,1st Round,5,Kwon S.W.,Rune H.,Kwon S.W.,54,99,1085,742,1.66,2.2,3-6 6-4 3-6 6-3 6-2
Australian Open,1/17/2022,Grand Slam,Outdoor,Hard,1st Round,5,Fucsovics M.,Lajovic D.,Lajovic D.,35,39,1457,1346,1.36,3.2,3-6 6-4 1-6 7-6 1-6
Australian Open,1/17/2022,Grand Slam,Outdoor,Hard,1st Round,5,Vukic A.,Harris L.,Vukic A.,144,33,477,1473,3.5,1.3,4-6 6-3 7-5 7-6
Australian Open,1/17/2022,Grand Slam,Outdoor,Hard,1st Round,5,Bagnis F.,Garin C.,Garin C.,72,19,868,2375,2.62,1.5,3-6 4-6 7-5 7-6 3-6
Australian Open,1/17/2022,Grand Slam,Outdoor,Hard,1st Round,5,Martinez P.,Delbonis F.,Martinez P.,61,38,1001,1347,1.3,3.5,7-6 3-6 6-4 6-2
Australian Open,1/17/2022,Grand Slam,Outdoor,Hard,1st Round,5,Gojowczyk P.,Bonzi B.,Bonzi B.,82,63,802,979,3.2,1.36,3-6 3-6 3-6
Australian Open,1/17/2022,Grand Slam,Outdoor,Hard,1st Round,5,Albot R.,Nishioka Y.,Albot R.,124,119,587,610,2,1.8,6-3 6-4 4-6 6-2
Australian Open,1/17/2022,Grand Slam,Outdoor,Hard,1st Round,5,Tabilo A.,Alcaraz C.,Alcaraz C.,135,31,518,1609,5,1.16,2-6 2-6 3-6
Australian Open,1/17/2022,Grand Slam,Outdoor,Hard,1st Round,5,Kozlov S.,Vesely J.,Kozlov S.,169,78,401,824,2.62,1.5,7-5 6-3 6-4
Australian Open,1/17/2022,Grand Slam,Outdoor,Hard,1st Round,5,Coria F.,Monfils G.,Monfils G.,64,20,976,2373,13,1.04,1-6 1-6 3-6
Australian Open,1/17/2022,Grand Slam,Outdoor,Hard,1st Round,5,Berrettini M.,Nakashima B.,Berrettini M.,7,68,4568,917,1.3,3.5,4-6 6-2 7-6 6-3
Australian Open,1/17/2022,Grand Slam,Outdoor,Hard,1st Round,5,Kudla D.,Khachanov K.,Khachanov K.,105,30,714,1748,6,1.12,6-3 3-6 2-6 6-7
Australian Open,1/17/2022,Grand Slam,Outdoor,Hard,1st Round,5,Mannarino A.,Duckworth J.,Mannarino A.,69,49,879,1166,2.37,1.57,6-4 2-6 3-6 6-2 6-1
Australian Open,1/17/2022,Grand Slam,Outdoor,Hard,1st Round,5,Etcheverry T.,Carreno Busta P.,Carreno Busta P.,131,21,556,2305,10,1.06,1-6 2-6 6-7
Australian Open,1/17/2022,Grand Slam,Outdoor,Hard,1st Round,5,Bublik A.,Escobedo E.,Bublik A.,37,141,1411,497,1.72,2.1,3-6 7-6 6-3 6-3
Australian Open,1/17/2022,Grand Slam,Outdoor,Hard,1st Round,5,Giron M.,Nadal R.,Nadal R.,66,5,920,4875,11,1.05,1-6 4-6 2-6
Australian Open,1/17/2022,Grand Slam,Outdoor,Hard,1st Round,5,Korda S.,Norrie C.,Korda S.,43,12,1286,2900,2.37,1.57,6-3 6-0 6-4
Australian Open,1/17/2022,Grand Slam,Outdoor,Hard,1st Round,5,Gerasimov E.,Hurkacz H.,Hurkacz H.,106,11,714,3336,6.5,1.11,2-6 6-7 7-6 3-6
Australian Open,1/17/2022,Grand Slam,Outdoor,Hard,1st Round,5,Koepfer D.,Taberner C.,Koepfer D.,53,108,1096,707,1.3,3.5,6-1 3-6 6-4 6-1
Australian Open,1/17/2022,Grand Slam,Outdoor,Hard,1st Round,5,Pouille L.,Moutet C.,Moutet C.,160,100,440,737,4,1.25,6-3 3-6 4-6 3-6
Australian Open,1/17/2022,Grand Slam,Outdoor,Hard,1st Round,5,Griekspoor T.,Fognini F.,Griekspoor T.,62,32,1001,1494,2.2,1.66,6-1 6-4 6-4
Australian Open,1/17/2022,Grand Slam,Outdoor,Hard,1st Round,5,Milojevic N.,Mcdonald M.,Mcdonald M.,139,55,506,1084,5,1.16,7-5 4-6 3-6 2-6
Australian Open,1/17/2022,Grand Slam,Outdoor,Hard,1st Round,5,Kecmanovic M.,Caruso S.,Kecmanovic M.,77,146,836,458,1.33,3.4,6-4 6-2 6-1
Australian Open,1/17/2022,Grand Slam,Outdoor,Hard,1st Round,5,Querrey S.,Sonego L.,Sonego L.,110,26,685,1860,4.5,1.2,5-7 3-6 3-6
Australian Open,1/17/2022,Grand Slam,Outdoor,Hard,1st Round,5,Hanfmann Y.,Kokkinakis T.,Hanfmann Y.,126,103,583,726,3.75,1.28,6-2 6-3 6-2
Australian Open,1/17/2022,Grand Slam,Outdoor,Hard,1st Round,5,Anderson K.,Opelka R.,Opelka R.,97,29,744,1776,3,1.4,3-6 4-6 6-7
Australian Open,1/17/2022,Grand Slam,Outdoor,Hard,1st Round,5,Millman J.,Lopez F.,Millman J.,89,109,788,696,1.44,2.75,6-1 6-3 4-6 7-5
Australian Open,1/17/2022,Grand Slam,Outdoor,Hard,1st Round,5,Tseng C.H.,Otte O.,Otte O.,190,96,348,748,3.75,1.28,4-6 3-6 2-6
Australian Open,1/17/2022,Grand Slam,Outdoor,Hard,1st Round,5,Karatsev A.,Munar J.,Karatsev A.,15,71,2553,875,1.16,5,3-6 7-6 6-7 6-4 6-4
Australian Open,1/17/2022,Grand Slam,Outdoor,Hard,1st Round,5,Kukushkin M.,Paul T.,Paul T.,180,41,362,1317,4.33,1.22,3-6 4-6 2-6
Australian Open,1/17/2022,Grand Slam,Outdoor,Hard,1st Round,5,Zverev A.,Altmaier D.,Zverev A.,3,87,7970,792,1.03,15,7-6 6-1 7-6
Australian Open,1/18/2022,Grand Slam,Outdoor,Hard,1st Round,5,Krajinovic F.,Schwartzman D.,Schwartzman D.,36,13,1427,2730,4,1.25,3-6 4-6 5-7
Australian Open,1/18/2022,Grand Slam,Outdoor,Hard,1st Round,5,Van De Zandschulp B.,Struff J.L.,Van De Zandschulp B.,57,52,1069,1149,1.5,2.62,6-4 6-3 6-2
Australian Open,1/18/2022,Grand Slam,Outdoor,Hard,1st Round,5,Humbert U.,Gasquet R.,Gasquet R.,40,81,1318,807,1.2,4.5,6-3 6-7 6-7 3-6
Australian Open,1/18/2022,Grand Slam,Outdoor,Hard,1st Round,5,O Connell C.,Gaston H.,O Connell C.,175,67,383,919,1.8,2,7-6 6-0 4-6 6-1
Australian Open,1/18/2022,Grand Slam,Outdoor,Hard,1st Round,5,Skatov T.,Gombos N.,Gombos N.,253,117,240,624,2.1,1.72,3-6 2-6 6-1 4-6
Australian Open,1/18/2022,Grand Slam,Outdoor,Hard,1st Round,5,Cilic M.,Gomez E.,Cilic M.,27,153,1840,450,1.08,8,6-3 6-1 6-2
Australian Open,1/18/2022,Grand Slam,Outdoor,Hard,1st Round,5,Cecchinato M.,Kohlschreiber P.,Kohlschreiber P.,95,134,759,533,2.62,1.5,4-6 5-7 6-7
Australian Open,1/18/2022,Grand Slam,Outdoor,Hard,1st Round,5,Bautista Agut R.,Travaglia S.,Bautista Agut R.,18,98,2385,744,1.07,9,7-6 6-4 5-7 6-1
Australian Open,1/18/2022,Grand Slam,Outdoor,Hard,1st Round,5,Carballes Baena R.,Berankis R.,Berankis R.,75,93,837,761,2.75,1.44,1-6 6-3 6-2 3-6 4-6
Australian Open,1/18/2022,Grand Slam,Outdoor,Hard,1st Round,5,Rublev A.,Mager G.,Rublev A.,6,65,4785,957,1.04,13,6-3 6-2 6-2
Australian Open,1/18/2022,Grand Slam,Outdoor,Hard,1st Round,5,Lehecka J.,Dimitrov G.,Dimitrov G.,142,28,494,1821,5,1.16,4-6 6-4 3-6 5-7
Australian Open,1/18/2022,Grand Slam,Outdoor,Hard,1st Round,5,Johnson S.,Thompson J.,Johnson S.,104,73,724,860,2,1.8,7-6 6-7 4-6 6-3 6-3
Australian Open,1/18/2022,Grand Slam,Outdoor,Hard,1st Round,5,Sousa J.,Sinner J.,Sinner J.,140,10,500,3390,13,1.04,4-6 5-7 1-6
Australian Open,1/18/2022,Grand Slam,Outdoor,Hard,1st Round,5,Paire B.,Monteiro T.,Paire B.,56,79,1075,824,3.2,1.36,6-4 3-6 7-5 2-6 7-5
Australian Open,1/18/2022,Grand Slam,Outdoor,Hard,1st Round,5,Isner J.,Cressy M.,Cressy M.,25,70,1881,875,2,1.8,6-7 5-7 7-6 7-6 4-6
Australian Open,1/18/2022,Grand Slam,Outdoor,Hard,1st Round,5,Medvedev D.,Laaksonen H.,Medvedev D.,2,91,8935,781,1.01,21,6-1 6-4 7-6
Australian Open,1/18/2022,Grand Slam,Outdoor,Hard,1st Round,5,Basilashvili N.,Murray A.,Murray A.,23,113,2051,671,2.5,1.53,1-6 6-3 4-6 7-6 4-6
Australian Open,1/18/2022,Grand Slam,Outdoor,Hard,1st Round,5,Auger-Aliassime F.,Ruusuvuori E.,Auger-Aliassime F.,9,90,3608,783,1.33,3.4,6-4 0-6 3-6 6-3 6-4
Australian Open,1/18/2022,Grand Slam,Outdoor,Hard,1st Round,5,Cerundolo J.M.,Machac T.,Machac T.,80,132,818,555,5,1.16,3-6 6-2 4-6 2-6
Australian Open,1/18/2022,Grand Slam,Outdoor,Hard,1st Round,5,Daniel T.,Barrios M.,Daniel T.,120,147,606,458,1.36,3.2,7-6 6-1 6-1
Australian Open,1/18/2022,Grand Slam,Outdoor,Hard,1st Round,5,Safiullin R.,Molcan A.,Molcan A.,149,74,455,839,2.3,1.61,3-6 6-7 7-5 6-7
Australian Open,1/18/2022,Grand Slam,Outdoor,Hard,1st Round,5,Andujar P.,Dzumhur D.,Andujar P.,83,161,800,429,2.2,1.66,6-1 7-5 6-1
Australian Open,1/18/2022,Grand Slam,Outdoor,Hard,1st Round,5,Goffin D.,Evans D.,Evans D.,45,24,1216,1957,4.5,1.2,4-6 3-6 0-6
Australian Open,1/18/2022,Grand Slam,Outdoor,Hard,1st Round,5,Fritz T.,Marterer M.,Fritz T.,22,228,2175,279,1.12,6,7-6 6-3 6-2
Australian Open,1/18/2022,Grand Slam,Outdoor,Hard,1st Round,5,Bolt A.,Davidovich Fokina A.,Davidovich Fokina A.,152,50,451,1160,3.75,1.28,3-6 3-6 4-6
Australian Open,1/18/2022,Grand Slam,Outdoor,Hard,1st Round,5,Baez S.,Ramos-Vinolas A.,Baez S.,88,44,791,1259,1.5,2.62,6-4 4-6 6-3 1-6 6-2
Australian Open,1/18/2022,Grand Slam,Outdoor,Hard,1st Round,5,Trungelliti M.,Tiafoe F.,Tiafoe F.,198,34,326,1467,6.5,1.11,6-3 4-6 2-6 6-3 3-6
Australian Open,1/18/2022,Grand Slam,Outdoor,Hard,1st Round,5,Rinderknech A.,Popyrin A.,Rinderknech A.,48,59,1178,1010,1.72,2.1,7-5 4-6 6-2 3-6 6-3
Australian Open,1/18/2022,Grand Slam,Outdoor,Hard,1st Round,5,Seppi A.,Majchrzak K.,Majchrzak K.,101,107,736,708,2.3,1.61,1-6 1-6 5-7
Australian Open,1/18/2022,Grand Slam,Outdoor,Hard,1st Round,5,De Minaur A.,Musetti L.,De Minaur A.,42,60,1316,1004,1.14,5.5,3-6 6-3 6-0 6-3
Australian Open,1/18/2022,Grand Slam,Outdoor,Hard,1st Round,5,Broady L.,Kyrgios N.,Kyrgios N.,128,115,569,648,2.62,1.5,4-6 4-6 3-6
Australian Open,1/18/2022,Grand Slam,Outdoor,Hard,1st Round,5,Tsitsipas S.,Ymer M.,Tsitsipas S.,4,86,6540,793,1.2,4.5,6-2 6-4 6-3
Australian Open,1/19/2022,Grand Slam,Outdoor,Hard,2nd Round,5,Otte O.,Sonego L.,Sonego L.,96,26,748,1860,2.75,1.44,6-2 2-6 3-6 1-6
Australian Open,1/19/2022,Grand Slam,Outdoor,Hard,2nd Round,5,Kecmanovic M.,Paul T.,Kecmanovic M.,77,41,836,1317,3,1.4,7-6 7-5 7-6
Australian Open,1/19/2022,Grand Slam,Outdoor,Hard,2nd Round,5,Griekspoor T.,Carreno Busta P.,Carreno Busta P.,62,21,1001,2305,3,1.4,3-6 7-6 6-7 6-3 4-6
Australian Open,1/19/2022,Grand Slam,Outdoor,Hard,2nd Round,5,Opelka R.,Koepfer D.,Opelka R.,29,53,1776,1096,1.3,3.5,6-4 6-3 7-6
Australian Open,1/19/2022,Grand Slam,Outdoor,Hard,2nd Round,5,Moutet C.,Korda S.,Korda S.,100,43,737,1286,3.4,1.33,6-3 4-6 7-6 5-7 6-7
Australian Open,1/19/2022,Grand Slam,Outdoor,Hard,2nd Round,5,Shapovalov D.,Kwon S.W.,Shapovalov D.,14,54,2593,1085,1.25,4,7-6 6-7 6-7 7-5 6-2
Australian Open,1/19/2022,Grand Slam,Outdoor,Hard,2nd Round,5,Hanfmann Y.,Nadal R.,Nadal R.,126,5,583,4875,15,1.03,2-6 3-6 4-6
Australian Open,1/19/2022,Grand Slam,Outdoor,Hard,2nd Round,5,Alcaraz C.,Lajovic D.,Alcaraz C.,31,39,1609,1346,1.12,6,6-2 6-1 7-5
Australian Open,1/19/2022,Grand Slam,Outdoor,Hard,2nd Round,5,Kozlov S.,Berrettini M.,Berrettini M.,169,7,401,4568,10,1.06,1-6 6-4 4-6 1-6
Australian Open,1/19/2022,Grand Slam,Outdoor,Hard,2nd Round,5,Garin C.,Martinez P.,Garin C.,19,61,2375,1001,1.9,1.9,6-7 7-6 2-6 6-2 6-2
Australian Open,1/19/2022,Grand Slam,Outdoor,Hard,2nd Round,5,Vukic A.,Albot R.,Albot R.,144,124,477,587,1.53,2.5,4-6 6-7 4-6
Australian Open,1/19/2022,Grand Slam,Outdoor,Hard,2nd Round,5,Mannarino A.,Hurkacz H.,Mannarino A.,69,11,879,3336,5.5,1.14,6-4 6-2 6-3
Australian Open,1/19/2022,Grand Slam,Outdoor,Hard,2nd Round,5,Bonzi B.,Khachanov K.,Khachanov K.,63,30,979,1748,3.75,1.28,4-6 0-6 5-7
Australian Open,1/19/2022,Grand Slam,Outdoor,Hard,2nd Round,5,Karatsev A.,Mcdonald M.,Karatsev A.,15,55,2553,1084,1.44,2.75,3-6 6-2 6-2 6-3
Australian Open,1/19/2022,Grand Slam,Outdoor,Hard,2nd Round,5,Millman J.,Zverev A.,Zverev A.,89,3,788,7970,11,1.05,4-6 4-6 0-6
Australian Open,1/19/2022,Grand Slam,Outdoor,Hard,2nd Round,5,Monfils G.,Bublik A.,Monfils G.,20,37,2373,1411,1.2,4.5,6-1 6-0 6-4
Australian Open,1/20/2022,Grand Slam,Outdoor,Hard,2nd Round,5,Gombos N.,Cilic M.,Cilic M.,117,27,624,1840,6,1.12,2-6 3-6 6-3 6-7
Australian Open,1/20/2022,Grand Slam,Outdoor,Hard,2nd Round,5,O Connell C.,Schwartzman D.,O Connell C.,175,13,383,2730,5,1.16,7-6 6-4 6-4
Australian Open,1/20/2022,Grand Slam,Outdoor,Hard,2nd Round,5,Machac T.,Cressy M.,Cressy M.,132,70,555,875,2.3,1.61,1-6 6-3 1-6 6-7
Australian Open,1/20/2022,Grand Slam,Outdoor,Hard,2nd Round,5,Rublev A.,Berankis R.,Rublev A.,6,93,4785,761,1.06,10,6-4 6-2 6-0
Australian Open,1/20/2022,Grand Slam,Outdoor,Hard,2nd Round,5,Molcan A.,Andujar P.,Andujar P.,74,83,839,800,1.53,2.5,4-6 6-7 6-0 1-6
Australian Open,1/20/2022,Grand Slam,Outdoor,Hard,2nd Round,5,Fritz T.,Tiafoe F.,Fritz T.,22,34,2175,1467,1.4,3,6-4 6-3 7-6
Australian Open,1/20/2022,Grand Slam,Outdoor,Hard,2nd Round,5,Kohlschreiber P.,Bautista Agut R.,Bautista Agut R.,134,18,533,2385,5.5,1.14,1-6 0-6 3-6
Australian Open,1/20/2022,Grand Slam,Outdoor,Hard,2nd Round,5,Auger-Aliassime F.,Davidovich Fokina A.,Auger-Aliassime F.,9,50,3608,1160,1.22,4.33,7-6 6-7 7-6 7-6
Australian Open,1/20/2022,Grand Slam,Outdoor,Hard,2nd Round,5,Majchrzak K.,De Minaur A.,De Minaur A.,107,42,708,1316,4.33,1.22,4-6 4-6 2-6
Australian Open,1/20/2022,Grand Slam,Outdoor,Hard,2nd Round,5,Tsitsipas S.,Baez S.,Tsitsipas S.,4,88,6540,791,1.06,10,7-6 6-7 6-3 6-4
Australian Open,1/20/2022,Grand Slam,Outdoor,Hard,2nd Round,5,Dimitrov G.,Paire B.,Paire B.,28,56,1821,1075,1.16,5,4-6 4-6 7-6 6-7
Australian Open,1/20/2022,Grand Slam,Outdoor,Hard,2nd Round,5,Daniel T.,Murray A.,Daniel T.,120,113,606,671,3.75,1.28,6-4 6-4 6-4
Australian Open,1/20/2022,Grand Slam,Outdoor,Hard,2nd Round,5,Kyrgios N.,Medvedev D.,Medvedev D.,115,2,648,8935,5,1.16,6-7 4-6 6-4 2-6
Australian Open,1/20/2022,Grand Slam,Outdoor,Hard,2nd Round,5,Sinner J.,Johnson S.,Sinner J.,10,104,3390,724,1.07,9,6-2 6-4 6-3
Australian Open,1/21/2022,Grand Slam,Outdoor,Hard,3rd Round,5,Sonego L.,Kecmanovic M.,Kecmanovic M.,26,77,1860,836,1.5,2.62,4-6 7-6 2-6 5-7
Australian Open,1/21/2022,Grand Slam,Outdoor,Hard,3rd Round,5,Monfils G.,Garin C.,Monfils G.,20,19,2373,2375,1.08,8,7-6 6-1 6-3
Australian Open,1/21/2022,Grand Slam,Outdoor,Hard,3rd Round,5,Alcaraz C.,Berrettini M.,Berrettini M.,31,7,1609,4568,1.66,2.2,2-6 6-7 6-4 6-2 6-7
Australian Open,1/21/2022,Grand Slam,Outdoor,Hard,3rd Round,5,Shapovalov D.,Opelka R.,Shapovalov D.,14,29,2593,1776,1.8,2,7-6 4-6 6-3 6-4
Australian Open,1/21/2022,Grand Slam,Outdoor,Hard,3rd Round,5,Korda S.,Carreno Busta P.,Carreno Busta P.,43,21,1286,2305,2.2,1.66,4-6 5-7 7-6 3-6
Australian Open,1/21/2022,Grand Slam,Outdoor,Hard,3rd Round,5,Zverev A.,Albot R.,Zverev A.,3,124,7970,587,1.02,17,6-3 6-4 6-4
Australian Open,1/21/2022,Grand Slam,Outdoor,Hard,3rd Round,5,Khachanov K.,Nadal R.,Nadal R.,30,5,1748,4875,4.5,1.2,3-6 2-6 6-3 1-6
Australian Open,1/21/2022,Grand Slam,Outdoor,Hard,3rd Round,5,Mannarino A.,Karatsev A.,Mannarino A.,69,15,879,2553,4,1.25,7-6 6-7 7-5 6-4
Australian Open,1/22/2022,Grand Slam,Outdoor,Hard,3rd Round,5,Bautista Agut R.,Fritz T.,Fritz T.,18,22,2385,2175,1.72,2.1,0-6 6-3 6-3 4-6 3-6
Australian Open,1/22/2022,Grand Slam,Outdoor,Hard,3rd Round,5,Tsitsipas S.,Paire B.,Tsitsipas S.,4,56,6540,1075,1.11,6.5,6-3 7-5 6-7 6-4
Australian Open,1/22/2022,Grand Slam,Outdoor,Hard,3rd Round,5,O Connell C.,Cressy M.,Cressy M.,175,70,383,875,2.5,1.53,2-6 7-6 3-6 2-6
Australian Open,1/22/2022,Grand Slam,Outdoor,Hard,3rd Round,5,Medvedev D.,Van De Zandschulp B.,Medvedev D.,2,57,8935,1069,1.03,15,6-4 6-4 6-2
Australian Open,1/22/2022,Grand Slam,Outdoor,Hard,3rd Round,5,Evans D.,Auger-Aliassime F.,Auger-Aliassime F.,24,9,1957,3608,2,1.8,4-6 1-6 1-6
Australian Open,1/22/2022,Grand Slam,Outdoor,Hard,3rd Round,5,Sinner J.,Daniel T.,Sinner J.,10,120,3390,606,1.08,8,6-4 1-6 6-3 6-1
Australian Open,1/22/2022,Grand Slam,Outdoor,Hard,3rd Round,5,Andujar P.,De Minaur A.,De Minaur A.,83,42,800,1316,10,1.06,4-6 4-6 2-6
Australian Open,1/22/2022,Grand Slam,Outdoor,Hard,3rd Round,5,Cilic M.,Rublev A.,Cilic M.,27,6,1840,4785,3.5,1.3,7-5 7-6 3-6 6-3
